gene	GO	ONTOLOGY
TRBV13	GO:0002250	BP
TRBV13	GO:0002376	BP
TRBV13	GO:0005886	CC
TRBV13	GO:0042101	CC
TRBV6-6	GO:0002250	BP
TRBV6-6	GO:0002376	BP
TRBV6-6	GO:0005886	CC
TRBV6-6	GO:0042101	CC
TRBV6-8	GO:0002250	BP
TRBV6-8	GO:0002376	BP
TRBV6-8	GO:0005886	CC
TRBV6-8	GO:0042101	CC
TRAV8-3	GO:0002250	BP
TRAV8-3	GO:0002376	BP
TRAV8-3	GO:0005886	CC
TRAV8-3	GO:0042101	CC
TRAV8-1	GO:0002250	BP
TRAV8-1	GO:0002376	BP
TRAV8-1	GO:0005886	CC
TRAV8-1	GO:0042101	CC
TRBV7-1	GO:0002250	BP
TRBV7-1	GO:0002376	BP
TRBV7-1	GO:0005886	CC
TRBV7-1	GO:0042101	CC
TRAV16	GO:0002250	BP
TRAV16	GO:0002376	BP
TRAV16	GO:0005886	CC
TRAV16	GO:0042101	CC
TRAV19	GO:0042287	MF
TRAV19	GO:0042605	MF
TRAV19	GO:0002250	BP
TRAV19	GO:0002376	BP
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0005886	CC
TRAV19	GO:0042101	CC
LY6G6E	GO:0045202	CC
IGLV1-36	GO:0002250	BP
IGLV1-36	GO:0002376	BP
IGLV1-36	GO:0005576	CC
IGLV1-36	GO:0005576	CC
IGLV1-36	GO:0005886	CC
IGLV1-36	GO:0005886	CC
IGLV1-36	GO:0019814	CC
TRGV5	GO:0002250	BP
TRGV5	GO:0002376	BP
TRGV5	GO:0045087	BP
TRGV5	GO:0005886	CC
TRGV5	GO:0042101	CC
TRBV9	GO:0002250	BP
TRBV9	GO:0002376	BP
TRBV9	GO:0005886	CC
TRBV9	GO:0042101	CC
IGHV6-1	GO:0002250	BP
IGHV6-1	GO:0002376	BP
IGHV6-1	GO:0005576	CC
IGHV6-1	GO:0005576	CC
IGHV6-1	GO:0005886	CC
IGHV6-1	GO:0019814	CC
IGHV3-15	GO:0002250	BP
IGHV3-15	GO:0002376	BP
IGHV3-15	GO:0005576	CC
IGHV3-15	GO:0005576	CC
IGHV3-15	GO:0005886	CC
IGHV3-15	GO:0019814	CC
IGHV3-21	GO:0002250	BP
IGHV3-21	GO:0002376	BP
IGHV3-21	GO:0005576	CC
IGHV3-21	GO:0005576	CC
IGHV3-21	GO:0005886	CC
IGHV3-21	GO:0005886	CC
IGHV3-21	GO:0019814	CC
IGHV2-26	GO:0002250	BP
IGHV2-26	GO:0002376	BP
IGHV2-26	GO:0005576	CC
IGHV2-26	GO:0005576	CC
IGHV2-26	GO:0005886	CC
IGHV2-26	GO:0005886	CC
IGHV2-26	GO:0019814	CC
IGHV3-73	GO:0002250	BP
IGHV3-73	GO:0002376	BP
IGHV3-73	GO:0005576	CC
IGHV3-73	GO:0005576	CC
IGHV3-73	GO:0005886	CC
IGHV3-73	GO:0019814	CC
IGHV7-81	GO:0002250	BP
IGHV7-81	GO:0002376	BP
IGHV7-81	GO:0005576	CC
IGHV7-81	GO:0005576	CC
IGHV7-81	GO:0005886	CC
IGHV7-81	GO:0005886	CC
IGHV7-81	GO:0019814	CC
IGHV3-74	GO:0002250	BP
IGHV3-74	GO:0002376	BP
IGHV3-74	GO:0005576	CC
IGHV3-74	GO:0005576	CC
IGHV3-74	GO:0005886	CC
IGHV3-74	GO:0005886	CC
IGHV3-74	GO:0019814	CC
IGHV3-43	GO:0002250	BP
IGHV3-43	GO:0002376	BP
IGHV3-43	GO:0005576	CC
IGHV3-43	GO:0005576	CC
IGHV3-43	GO:0005886	CC
IGHV3-43	GO:0005886	CC
IGHV3-43	GO:0019814	CC
IGLV9-49	GO:0002250	BP
IGLV9-49	GO:0002376	BP
IGLV9-49	GO:0005576	CC
IGLV9-49	GO:0005576	CC
IGLV9-49	GO:0005886	CC
IGLV9-49	GO:0019814	CC
IGHV3-72	GO:0002250	BP
IGHV3-72	GO:0002376	BP
IGHV3-72	GO:0005576	CC
IGHV3-72	GO:0005576	CC
IGHV3-72	GO:0005886	CC
IGHV3-72	GO:0019814	CC
IGKV1D-43	GO:0002250	BP
IGKV1D-43	GO:0002376	BP
IGKV1D-43	GO:0005576	CC
IGKV1D-43	GO:0005576	CC
IGKV1D-43	GO:0005886	CC
IGKV1D-43	GO:0005886	CC
IGKV1D-43	GO:0019814	CC
TRBJ2-3	GO:0002250	BP
TRBJ2-3	GO:0002376	BP
TRBJ2-3	GO:0005886	CC
TRBJ2-3	GO:0042101	CC
TRAV2	GO:0002250	BP
TRAV2	GO:0002376	BP
TRAV2	GO:0005886	CC
TRAV2	GO:0042101	CC
TRAV13-2	GO:0002250	BP
TRAV13-2	GO:0002376	BP
TRAV13-2	GO:0005886	CC
TRAV13-2	GO:0042101	CC
TRAV8-2	GO:0002250	BP
TRAV8-2	GO:0002376	BP
TRAV8-2	GO:0005886	CC
TRAV8-2	GO:0042101	CC
TRAV1-2	GO:0002250	BP
TRAV1-2	GO:0002376	BP
TRAV1-2	GO:0005886	CC
TRAV1-2	GO:0042101	CC
TRAV10	GO:0002250	BP
TRAV10	GO:0002376	BP
TRAV10	GO:0005886	CC
TRAV10	GO:0042101	CC
TRAV13-1	GO:0002250	BP
TRAV13-1	GO:0002376	BP
TRAV13-1	GO:0005886	CC
TRAV13-1	GO:0042101	CC
TRAV3	GO:0002250	BP
TRAV3	GO:0002376	BP
TRAV3	GO:0005886	CC
TRAV3	GO:0042101	CC
TRAV12-1	GO:0002250	BP
TRAV12-1	GO:0002376	BP
TRAV12-1	GO:0005886	CC
TRAV12-1	GO:0042101	CC
TRAV1-1	GO:0002250	BP
TRAV1-1	GO:0002376	BP
TRAV1-1	GO:0005886	CC
TRAV1-1	GO:0042101	CC
TRAV5	GO:0002250	BP
TRAV5	GO:0002376	BP
TRAV5	GO:0005886	CC
TRAV5	GO:0042101	CC
TRAV8-6	GO:0002250	BP
TRAV8-6	GO:0002376	BP
TRAV8-6	GO:0005886	CC
TRAV8-6	GO:0042101	CC
TRAV39	GO:0002250	BP
TRAV39	GO:0002376	BP
TRAV39	GO:0005886	CC
TRAV39	GO:0042101	CC
TRAV38-1	GO:0002250	BP
TRAV38-1	GO:0002376	BP
TRAV38-1	GO:0005886	CC
TRAV38-1	GO:0005886	CC
TRAV38-1	GO:0042101	CC
TRAV26-2	GO:0002250	BP
TRAV26-2	GO:0002376	BP
TRAV26-2	GO:0005886	CC
TRAV26-2	GO:0042101	CC
TRAV41	GO:0002250	BP
TRAV41	GO:0002376	BP
TRAV41	GO:0005886	CC
TRAV41	GO:0042101	CC
TRAV4	GO:0002250	BP
TRAV4	GO:0002376	BP
TRAV4	GO:0005886	CC
TRAV4	GO:0042101	CC
TRAV12-3	GO:0002250	BP
TRAV12-3	GO:0002376	BP
TRAV12-3	GO:0005886	CC
TRAV12-3	GO:0042101	CC
TRAV24	GO:0002250	BP
TRAV24	GO:0002376	BP
TRAV24	GO:0005886	CC
TRAV24	GO:0042101	CC
TRAV34	GO:0002250	BP
TRAV34	GO:0002376	BP
TRAV34	GO:0005886	CC
TRAV34	GO:0042101	CC
TRAV20	GO:0002250	BP
TRAV20	GO:0002376	BP
TRAV20	GO:0005886	CC
TRAV20	GO:0042101	CC
TRAV17	GO:0002250	BP
TRAV17	GO:0002376	BP
TRAV17	GO:0005886	CC
TRAV17	GO:0042101	CC
TRAV25	GO:0002250	BP
TRAV25	GO:0002376	BP
TRAV25	GO:0005886	CC
TRAV25	GO:0042101	CC
TRAV22	GO:0002250	BP
TRAV22	GO:0002376	BP
TRAV22	GO:0005886	CC
TRAV22	GO:0042101	CC
TRAV21	GO:0002250	BP
TRAV21	GO:0002376	BP
TRAV21	GO:0005886	CC
TRAV21	GO:0042101	CC
TRAV40	GO:0002250	BP
TRAV40	GO:0002376	BP
TRAV40	GO:0005886	CC
TRAV40	GO:0042101	CC
PPIAL4C	GO:0003755	MF
PPIAL4C	GO:0003755	MF
PPIAL4C	GO:0003755	MF
PPIAL4C	GO:0003755	MF
PPIAL4C	GO:0003755	MF
PPIAL4C	GO:0016853	MF
PPIAL4C	GO:0006457	BP
PPIAL4C	GO:0005737	CC
IGHV3OR16-9	GO:0002250	BP
IGHV3OR16-9	GO:0002376	BP
IGHV3OR16-9	GO:0005576	CC
IGHV3OR16-9	GO:0005576	CC
IGHV3OR16-9	GO:0005886	CC
IGHV3OR16-9	GO:0005886	CC
IGHV3OR16-9	GO:0019814	CC
IGHV2OR16-5	GO:0002250	BP
IGHV2OR16-5	GO:0002376	BP
IGHV2OR16-5	GO:0005576	CC
IGHV2OR16-5	GO:0005576	CC
IGHV2OR16-5	GO:0005886	CC
IGHV2OR16-5	GO:0005886	CC
IGHV2OR16-5	GO:0019814	CC
IGHV1OR15-9	GO:0002250	BP
IGHV1OR15-9	GO:0002376	BP
IGHV1OR15-9	GO:0005576	CC
IGHV1OR15-9	GO:0005576	CC
IGHV1OR15-9	GO:0005886	CC
IGHV1OR15-9	GO:0005886	CC
IGHV1OR15-9	GO:0019814	CC
IGKV1D-13	GO:0002250	BP
IGKV1D-13	GO:0002376	BP
IGKV1D-13	GO:0005576	CC
IGKV1D-13	GO:0005576	CC
IGKV1D-13	GO:0005886	CC
IGKV1D-13	GO:0005886	CC
IGKV1D-13	GO:0019814	CC
TRBV12-4	GO:0002250	BP
TRBV12-4	GO:0002376	BP
TRBV12-4	GO:0005886	CC
TRBV12-4	GO:0042101	CC
PIGBOS1	GO:0005515	MF
PIGBOS1	GO:0005515	MF
PIGBOS1	GO:0006986	BP
PIGBOS1	GO:1900101	BP
PIGBOS1	GO:0005739	CC
PIGBOS1	GO:0005741	CC
PIGBOS1	GO:0005741	CC
PIGBOS1	GO:0005741	CC
IGHV1-69D	GO:0002250	BP
IGHV1-69D	GO:0002376	BP
IGHV1-69D	GO:0005576	CC
IGHV1-69D	GO:0005576	CC
IGHV1-69D	GO:0005886	CC
IGHV1-69D	GO:0005886	CC
IGHV1-69D	GO:0019814	CC
IGKV6-21	GO:0002250	BP
IGKV6-21	GO:0002376	BP
IGKV6-21	GO:0005576	CC
IGKV6-21	GO:0005576	CC
IGKV6-21	GO:0005886	CC
IGKV6-21	GO:0005886	CC
IGKV6-21	GO:0019814	CC
IGKV3D-20	GO:0002250	BP
IGKV3D-20	GO:0002376	BP
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005576	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0005886	CC
IGKV3D-20	GO:0019814	CC
IGKV6D-41	GO:0002250	BP
IGKV6D-41	GO:0002376	BP
IGKV6D-41	GO:0005576	CC
IGKV6D-41	GO:0005576	CC
IGKV6D-41	GO:0005886	CC
IGKV6D-41	GO:0005886	CC
IGKV6D-41	GO:0019814	CC
TRGV8	GO:0002250	BP
TRGV8	GO:0002376	BP
TRGV8	GO:0045087	BP
TRGV8	GO:0005886	CC
TRGV8	GO:0042101	CC
TRGV4	GO:0002250	BP
TRGV4	GO:0002376	BP
TRGV4	GO:0045087	BP
TRGV4	GO:0005886	CC
TRGV4	GO:0042101	CC
IGHV1-3	GO:0002250	BP
IGHV1-3	GO:0002376	BP
IGHV1-3	GO:0005576	CC
IGHV1-3	GO:0005576	CC
IGHV1-3	GO:0005886	CC
IGHV1-3	GO:0005886	CC
IGHV1-3	GO:0019814	CC
IGHV3-16	GO:0002250	BP
IGHV3-16	GO:0002376	BP
IGHV3-16	GO:0005576	CC
IGHV3-16	GO:0005576	CC
IGHV3-16	GO:0005886	CC
IGHV3-16	GO:0019814	CC
IGHV1-18	GO:0002250	BP
IGHV1-18	GO:0002376	BP
IGHV1-18	GO:0005576	CC
IGHV1-18	GO:0005576	CC
IGHV1-18	GO:0005886	CC
IGHV1-18	GO:0005886	CC
IGHV1-18	GO:0019814	CC
IGHV3-20	GO:0002250	BP
IGHV3-20	GO:0002376	BP
IGHV3-20	GO:0005576	CC
IGHV3-20	GO:0005576	CC
IGHV3-20	GO:0005886	CC
IGHV3-20	GO:0005886	CC
IGHV3-20	GO:0019814	CC
IGHV1-24	GO:0002250	BP
IGHV1-24	GO:0002376	BP
IGHV1-24	GO:0005576	CC
IGHV1-24	GO:0005576	CC
IGHV1-24	GO:0005886	CC
IGHV1-24	GO:0005886	CC
IGHV1-24	GO:0019814	CC
IGHV4-28	GO:0002250	BP
IGHV4-28	GO:0002376	BP
IGHV4-28	GO:0005576	CC
IGHV4-28	GO:0005576	CC
IGHV4-28	GO:0005886	CC
IGHV4-28	GO:0005886	CC
IGHV4-28	GO:0019814	CC
IGHV3-35	GO:0002250	BP
IGHV3-35	GO:0002376	BP
IGHV3-35	GO:0005576	CC
IGHV3-35	GO:0005576	CC
IGHV3-35	GO:0005886	CC
IGHV3-35	GO:0005886	CC
IGHV3-35	GO:0019814	CC
IGHV3-38	GO:0002250	BP
IGHV3-38	GO:0002376	BP
IGHV3-38	GO:0005576	CC
IGHV3-38	GO:0005576	CC
IGHV3-38	GO:0005886	CC
IGHV3-38	GO:0019814	CC
IGHV5-51	GO:0002250	BP
IGHV5-51	GO:0002376	BP
IGHV5-51	GO:0005576	CC
IGHV5-51	GO:0005576	CC
IGHV5-51	GO:0005886	CC
IGHV5-51	GO:0019814	CC
IGHV1-58	GO:0002250	BP
IGHV1-58	GO:0002376	BP
IGHV1-58	GO:0005576	CC
IGHV1-58	GO:0005576	CC
IGHV1-58	GO:0005886	CC
IGHV1-58	GO:0005886	CC
IGHV1-58	GO:0019814	CC
IGHV4-61	GO:0002250	BP
IGHV4-61	GO:0002376	BP
IGHV4-61	GO:0005576	CC
IGHV4-61	GO:0005576	CC
IGHV4-61	GO:0005886	CC
IGHV4-61	GO:0005886	CC
IGHV4-61	GO:0019814	CC
IGHV3-66	GO:0002250	BP
IGHV3-66	GO:0002376	BP
IGHV3-66	GO:0005576	CC
IGHV3-66	GO:0005576	CC
IGHV3-66	GO:0005886	CC
IGHV3-66	GO:0005886	CC
IGHV3-66	GO:0019814	CC
IGHV2-70D	GO:0002250	BP
IGHV2-70D	GO:0002376	BP
IGHV2-70D	GO:0005576	CC
IGHV2-70D	GO:0005576	CC
IGHV2-70D	GO:0005886	CC
IGHV2-70D	GO:0005886	CC
IGHV2-70D	GO:0019814	CC
IGKV3D-7	GO:0002250	BP
IGKV3D-7	GO:0002376	BP
IGKV3D-7	GO:0005576	CC
IGKV3D-7	GO:0005576	CC
IGKV3D-7	GO:0005886	CC
IGKV3D-7	GO:0005886	CC
IGKV3D-7	GO:0019814	CC
TRBV5-4	GO:0002250	BP
TRBV5-4	GO:0002376	BP
TRBV5-4	GO:0005886	CC
TRBV5-4	GO:0042101	CC
IGHJ1	GO:0002250	BP
IGHJ1	GO:0002376	BP
IGHJ1	GO:0005576	CC
IGHJ1	GO:0005886	CC
IGHJ1	GO:0019814	CC
IGKV1-8	GO:0002250	BP
IGKV1-8	GO:0002376	BP
IGKV1-8	GO:0005576	CC
IGKV1-8	GO:0005576	CC
IGKV1-8	GO:0005886	CC
IGKV1-8	GO:0005886	CC
IGKV1-8	GO:0019814	CC
IGKV2-24	GO:0002250	BP
IGKV2-24	GO:0002376	BP
IGKV2-24	GO:0005576	CC
IGKV2-24	GO:0005576	CC
IGKV2-24	GO:0005886	CC
IGKV2-24	GO:0005886	CC
IGKV2-24	GO:0019814	CC
IGKV1-9	GO:0002250	BP
IGKV1-9	GO:0002376	BP
IGKV1-9	GO:0005576	CC
IGKV1-9	GO:0005576	CC
IGKV1-9	GO:0005886	CC
IGKV1-9	GO:0005886	CC
IGKV1-9	GO:0019814	CC
IGKV1-6	GO:0002250	BP
IGKV1-6	GO:0002376	BP
IGKV1-6	GO:0005576	CC
IGKV1-6	GO:0005576	CC
IGKV1-6	GO:0005886	CC
IGKV1-6	GO:0005886	CC
IGKV1-6	GO:0019814	CC
IGKV1-12	GO:0002250	BP
IGKV1-12	GO:0002376	BP
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005576	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0005886	CC
IGKV1-12	GO:0019814	CC
IGKV3OR2-268	GO:0002250	BP
IGKV3OR2-268	GO:0002376	BP
IGKV3OR2-268	GO:0005576	CC
IGKV3OR2-268	GO:0005886	CC
IGKV3OR2-268	GO:0019814	CC
MT-RNR1	GO:0003677	MF
MT-RNR1	GO:0003677	MF
MT-RNR1	GO:0140297	MF
MT-RNR1	GO:0140297	MF
MT-RNR1	GO:0140297	MF
MT-RNR1	GO:0001503	BP
MT-RNR1	GO:0001649	BP
MT-RNR1	GO:0006357	BP
MT-RNR1	GO:0032147	BP
MT-RNR1	GO:0033687	BP
MT-RNR1	GO:0043610	BP
MT-RNR1	GO:0048630	BP
MT-RNR1	GO:0071902	BP
MT-RNR1	GO:0072522	BP
MT-RNR1	GO:2001145	BP
MT-RNR1	GO:0005576	CC
MT-RNR1	GO:0005615	CC
MT-RNR1	GO:0005634	CC
MT-RNR1	GO:0005634	CC
MT-RNR1	GO:0005739	CC
MT-RNR1	GO:0005739	CC
CCDC163	GO:0016020	CC
ASIC5	GO:0005272	MF
ASIC5	GO:0005272	MF
ASIC5	GO:0005272	MF
ASIC5	GO:0006811	BP
ASIC5	GO:0006814	BP
ASIC5	GO:0006814	BP
ASIC5	GO:0034220	BP
ASIC5	GO:0035725	BP
ASIC5	GO:0005886	CC
ASIC5	GO:0005886	CC
ASIC5	GO:0016020	CC
PRAMEF33	GO:1990756	MF
PRAMEF33	GO:0008284	BP
PRAMEF33	GO:0043066	BP
PRAMEF33	GO:0045596	BP
PRAMEF33	GO:0045892	BP
PRAMEF33	GO:0031462	CC
LOC107984156	GO:0000166	MF
LOC107984156	GO:0003924	MF
LOC107984156	GO:0005525	MF
LOC107984156	GO:0005525	MF
LOC107984156	GO:0046872	MF
LOC107984156	GO:0015031	BP
LOC107984156	GO:0016192	BP
LOC107984156	GO:0005794	CC
LOC107984156	GO:0005794	CC
IGHV1-69-2	GO:0002250	BP
IGHV1-69-2	GO:0002376	BP
IGHV1-69-2	GO:0005576	CC
IGHV1-69-2	GO:0005576	CC
IGHV1-69-2	GO:0005886	CC
IGHV1-69-2	GO:0005886	CC
IGHV1-69-2	GO:0019814	CC
LOC128966728	GO:0007154	BP
LOC128966728	GO:0005886	CC
KIR3DP1	GO:0007154	BP
KIR3DP1	GO:0005886	CC
KIR2DL5B	GO:0005886	CC
KIR2DP1	GO:0005886	CC
LOC124905359	GO:0004930	MF
LOC124905359	GO:0004930	MF
LOC124905359	GO:0004984	MF
LOC124905359	GO:0007165	BP
LOC124905359	GO:0007186	BP
LOC124905359	GO:0007186	BP
LOC124905359	GO:0007608	BP
LOC124905359	GO:0050911	BP
LOC124905359	GO:0005886	CC
LOC124905359	GO:0005886	CC
LOC124905359	GO:0016020	CC
A0A0G2JRQ6	GO:0002250	BP
A0A0G2JRQ6	GO:0002376	BP
A0A0G2JRQ6	GO:0005576	CC
A0A0G2JRQ6	GO:0005576	CC
A0A0G2JRQ6	GO:0005886	CC
A0A0G2JRQ6	GO:0005886	CC
A0A0G2JRQ6	GO:0019814	CC
IGLV5-39	GO:0002250	BP
IGLV5-39	GO:0002376	BP
IGLV5-39	GO:0005576	CC
IGLV5-39	GO:0005576	CC
IGLV5-39	GO:0005886	CC
IGLV5-39	GO:0019814	CC
IGHV7-4-1	GO:0002250	BP
IGHV7-4-1	GO:0002376	BP
IGHV7-4-1	GO:0005576	CC
IGHV7-4-1	GO:0005576	CC
IGHV7-4-1	GO:0005886	CC
IGHV7-4-1	GO:0005886	CC
IGHV7-4-1	GO:0019814	CC
A0A0J9YW62	GO:0002250	BP
A0A0J9YW62	GO:0002376	BP
A0A0J9YW62	GO:0005576	CC
A0A0J9YW62	GO:0005576	CC
A0A0J9YW62	GO:0005886	CC
A0A0J9YW62	GO:0019814	CC
TEX13C	GO:0008270	MF
TEX13C	GO:0046872	MF
TRBJ1-3	GO:0002250	BP
TRBJ1-3	GO:0002376	BP
TRBJ1-3	GO:0005886	CC
TRBJ1-3	GO:0042101	CC
A0A0J9YWU9	GO:0002250	BP
A0A0J9YWU9	GO:0002376	BP
A0A0J9YWU9	GO:0005576	CC
A0A0J9YWU9	GO:0005576	CC
A0A0J9YWU9	GO:0005886	CC
A0A0J9YWU9	GO:0005886	CC
A0A0J9YWU9	GO:0019814	CC
TRBJ1-6	GO:0002250	BP
TRBJ1-6	GO:0002376	BP
TRBJ1-6	GO:0005886	CC
TRBJ1-6	GO:0042101	CC
TRBJ1-2	GO:0002250	BP
TRBJ1-2	GO:0002376	BP
TRBJ1-2	GO:0005886	CC
TRBJ1-2	GO:0042101	CC
IGHV3-64D	GO:0002250	BP
IGHV3-64D	GO:0002376	BP
IGHV3-64D	GO:0005576	CC
IGHV3-64D	GO:0005576	CC
IGHV3-64D	GO:0005886	CC
IGHV3-64D	GO:0005886	CC
IGHV3-64D	GO:0019814	CC
TRBV6-9	GO:0002250	BP
TRBV6-9	GO:0002376	BP
TRBV6-9	GO:0005886	CC
TRBV6-9	GO:0042101	CC
TRBJ1-1	GO:0002250	BP
TRBJ1-1	GO:0002376	BP
TRBJ1-1	GO:0005886	CC
TRBJ1-1	GO:0042101	CC
TRBJ1-4	GO:0002250	BP
TRBJ1-4	GO:0002376	BP
TRBJ1-4	GO:0005886	CC
TRBJ1-4	GO:0042101	CC
TRBJ1-5	GO:0002250	BP
TRBJ1-5	GO:0002376	BP
TRBJ1-5	GO:0005886	CC
TRBJ1-5	GO:0042101	CC
IGHV5-10-1	GO:0002250	BP
IGHV5-10-1	GO:0002376	BP
IGHV5-10-1	GO:0005576	CC
IGHV5-10-1	GO:0005576	CC
IGHV5-10-1	GO:0005886	CC
IGHV5-10-1	GO:0019814	CC
TRBV6-2	GO:0002250	BP
TRBV6-2	GO:0002376	BP
TRBV6-2	GO:0005886	CC
TRBV6-2	GO:0042101	CC
TEX13D	GO:0008270	MF
TEX13D	GO:0046872	MF
A0A0J9YY99	GO:0002250	BP
A0A0J9YY99	GO:0002376	BP
A0A0J9YY99	GO:0005576	CC
A0A0J9YY99	GO:0005576	CC
A0A0J9YY99	GO:0005886	CC
A0A0J9YY99	GO:0005886	CC
A0A0J9YY99	GO:0019814	CC
TRBV10-1	GO:0002250	BP
TRBV10-1	GO:0002376	BP
TRBV10-1	GO:0005886	CC
TRBV10-1	GO:0042101	CC
TRBV6-5	GO:0002250	BP
TRBV6-5	GO:0002376	BP
TRBV6-5	GO:0005886	CC
TRBV6-5	GO:0042101	CC
TRBV30	GO:0002250	BP
TRBV30	GO:0002376	BP
